视频编号,视频文件,Session,题目,A,B,C,D,正确答案,视频时长秒
vid_2178,2178.mp4,10,视频主要展示的天空景象是什么？,雪花,闪电,烟花,彩虹,D,14.42
vid_2179,2179.mp4,12,视频中人物主要在做什么？,打扫房间,手绘设计标志,烹饪美食,跳舞表演,B,14.42
vid_2180,2180.mp4,17,视频中的人物主要在做什么？,打扫卫生,弹奏乐器,烹饪炒菜,处理果实取籽,D,14.42
vid_2181,2181.mp4,16,视频主要展示的动物是什么？,猪,牛,羊,鸡,A,14.42
vid_2182,2182.mp4,13,视频中的人物主要在做什么？,擦桌子,洗碗,做饭,吃东西,D,14.42
vid_2183,2183.mp4,1,视频主要展示的是什么物品？,厨房家用电器,各类儿童玩具,新鲜水果蔬菜,堆叠包装的衣物,D,14.42
vid_2184,2184.mp4,5,视频主要展示的是什么场景？,室内办公场地,城市地铁车厢,沙漠戈壁区域,山林湖畔游乐景区,D,14.42
vid_2185,2185.mp4,7,视频主要展示什么夜间景观？,音乐喷泉,冰灯展,篝火晚会,灯光花海,D,14.42
vid_2186,2186.mp4,14,视频中的人物主要在做什么？,制作发夹,绘画写生,清洗衣物,拼装玩具,A,14.44
vid_2187,2187.mp4,8,视频主要展示的是什么场景？,海边沙滩,居民小区,教室课堂,林荫公路,D,14.442
vid_2188,2188.mp4,11,视频主要展示的是什么场景？,山间的瀑布,干涸的河床,冰封的湖面,上涨的浑浊河水,D,14.443
vid_2189,2189.mp4,9,视频展示的主要场景是哪里？,海边沙滩,室内商场,城镇街道,高山树林,C,14.443
vid_2190,2190.mp4,4,视频中人物主要向镜头展示什么？,餐具,鲜花,宠物,纸张,D,14.443
vid_2191,2191.mp4,3,视频中的人物主要在做什么？,烹饪食物,表演舞蹈,打磨木材,清洗衣物,C,14.443
vid_2192,2192.mp4,15,视频中的人物主要穿着什么服饰？,中式古装,西式婚纱,现代日常服饰,运动服饰,A,14.447
vid_2193,2193.mp4,12,视频主要展示的内容是？,一只宠物狗,一桌饭菜,一名年轻男子,一辆自行车,C,14.465
vid_2194,2194.mp4,16,视频里全程在空中飘落的是什么？,落叶,花瓣,雨水,雪花,D,14.465
vid_2195,2195.mp4,2,视频中的女生主要在做什么？,雪地自拍分享,泳池游泳锻炼,厨房做饭炒菜,教室上课学习,A,14.465
vid_2196,2196.mp4,13,视频中的小女孩主要在做什么？,踢足球,弹钢琴,写作业,吃蛋糕,D,14.467
vid_2197,2197.mp4,7,视频中的女士主要在做什么？,跳舞,写字,看书,做饭,A,14.467
vid_2198,2198.mp4,10,视频里可见人物正在进行什么活动？,搭建房屋,炒菜做饭,耕地种田,修理车辆,B,14.467
vid_2199,2199.mp4,1,视频中的红衣老人主要在做什么？,擦拭沙发,剪对方的头发,织毛衣,削水果,B,14.488
vid_2200,2200.mp4,17,视频主要展示什么？,女性面部,行驶的汽车,盛开的鲜花,玩耍的孩童,A,14.49
vid_2201,2201.mp4,14,视频中的女性主要在做什么？,做饭,画画,唱歌,跳舞,C,14.49
vid_2202,2202.mp4,5,视频中的女子主要在做什么？,在厨房烹饪做饭,在路上跳舞前行,在教室学习听课,在操场打球运动,B,14.49
vid_2203,2203.mp4,6,视频中人物主要在做什么？,教室内读书写字,厨房里烹饪饭菜,农田里干农活,户外对着镜头展示介绍,D,14.49
vid_2204,2204.mp4,8,视频中人们主要在放飞什么？,气球,孔明灯,烟花,风筝,B,14.5
vid_2205,2205.mp4,3,视频里的人物主要在做什么？,踢足球,打乒乓球,打排球,打篮球,D,14.51
vid_2206,2206.mp4,11,视频中的女士主要在做什么？,看书学习,对镜自拍,烹饪做饭,跑步锻炼,B,14.512
vid_2207,2207.mp4,4,视频中出现过下列哪类内容？,火山喷发场景,真人合影照片,瀑布景观画面,马戏表演片段,B,14.513
vid_2208,2208.mp4,13,视频右侧画面中的交通工具是？,汽车,飞机,轮船,自行车,A,14.513
vid_2209,2209.mp4,9,视频中的女性们主要在做什么？,列队走步整队,打篮球,唱歌跳舞,烹饪做饭,A,14.513
vid_2210,2210.mp4,15,视频中出现的大型工程车辆是？,推土机,压路机,搅拌车,挖掘机,D,14.513
vid_2211,2211.mp4,16,视频中人物主要在做什么？,滑滑板,驾驶汽车,骑摩托车,骑自行车,C,14.513
vid_2212,2212.mp4,2,视频中地面大量晾晒的是什么？,花生,大豆,玉米,稻谷,C,14.513
vid_2213,2213.mp4,12,视频中的学生们主要在做什么？,伏案学习,跑步,跳舞,做饭,A,14.525
vid_2214,2214.mp4,1,视频主要展示的物品是哪类？,生鲜水果,大型工业设备,民用家具,文具玩具,B,14.527
vid_2215,2215.mp4,5,视频主要展示的是什么内容？,美食制作过程,体育比赛画面,城市景点风光,动画剪辑片段,C,14.535
vid_2216,2216.mp4,7,视频中窗口内的男性主要在做什么？,做饭炒菜,和窗外的人说话,跳舞表演,打扫卫生,B,14.535
vid_2217,2217.mp4,10,视频中的人物主要在做什么？,做饭,打球,走楼梯,开车,C,14.535
vid_2218,2218.mp4,14,视频中的主要人物在做什么？,打球,做饭,拍照,跳舞,C,14.535
vid_2219,2219.mp4,8,视频中的女士主要在做什么？,炒菜做饭,挑拣整理植物,清扫地面垃圾,弹奏乐器,B,14.535
vid_2220,2220.mp4,17,视频中的男生主要在做什么？,搞笑互动表演,看书学习,画画写字,炒菜做饭,A,14.535
vid_2221,2221.mp4,6,视频里的年轻男子主要在做什么？,写字画画,做饭炒菜,打球锻炼,搀扶陪伴老人,D,14.535
vid_2222,2222.mp4,11,视频中的居民楼有什么明显状况？,外墙翻新,正在拆除,冒出浓烟,亮满彩灯,C,14.536
vid_2223,2223.mp4,4,视频中的人物主要在开展什么活动？,体育比赛竞技,公益慰问捐赠,农田耕作劳动,舞台文艺表演,B,14.536
vid_2224,2224.mp4,2,视频中的人物主要在做什么？,炒菜做饭,扛运木头,跳舞表演,打篮球,B,14.536
vid_2225,2225.mp4,9,视频主要展示了什么动物？,小狗,小鸡,小猫,小鸭,A,14.536
vid_2226,2226.mp4,3,视频中的人物主要在做什么？,厨房做饭,教室上课,医院看病,户外合影游玩,D,14.536
vid_2227,2227.mp4,15,视频中的人物主要在做什么？,弹奏钢琴,打篮球,抽雪茄,炒菜做饭,C,14.536
vid_2228,2228.mp4,7,视频主要展示以下哪类内容？,家用电器,肉类食材及菜品,建筑材料,服装面料,B,14.558
vid_2229,2229.mp4,1,视频主要展示什么场景？,学校的教室,空旷的草原,道路封控卡点,热闹的菜市场,C,14.558
vid_2230,2230.mp4,16,视频主要呈现的场景是什么？,森林里的动物聚会,游戏角色围坐长桌边,真人餐厅聚餐吃饭,教室中学生在上课,B,14.558
vid_2231,2231.mp4,10,视频主要展示的景观类型是什么？,沙漠戈壁,原始森林,乡村田野,城市夜景,D,14.558
vid_2232,2232.mp4,5,视频中的人物主要在做什么？,弹奏吉他,跑步锻炼,面向镜头展示,烹饪做饭,C,14.558
vid_2233,2233.mp4,17,视频主要展示什么物品？,办公文具,厨房餐具,运动器材,特色服饰,D,14.558
vid_2234,2234.mp4,13,视频里的女士主要在做什么？,展示穿搭,看书学习,烹饪做饭,打扫卫生,A,14.558
vid_2235,2235.mp4,6,视频中的人物主要在做什么？,在教室上课,在餐厅用餐,乘船在海上航行,在操场跑步,C,14.558
vid_2236,2236.mp4,12,视频主要展示的是什么作品？,木质动物雕塑,塑料玩具模型,泥塑人物摆件,刀具制成的天使雕像,D,14.558
vid_2237,2237.mp4,3,视频主要展示的场景是？,白天乡村田野,山间积雪景区,室内商场店铺,夜晚城市江边,D,14.559
vid_2238,2238.mp4,12,视频中人物主要穿着哪类服饰？,汉服,校服,西装,运动服,A,14.559
vid_2239,2239.mp4,4,视频主要展示的是什么？,自然风景画面,不同的人物影像,美食相关内容,野生动物画面,B,14.559
vid_2240,2240.mp4,8,视频中穿红马甲的志愿者主要在做什么？,售卖生活用品,协助开展核酸检测,维修公共设施,现场表演节目,B,14.559
vid_2241,2241.mp4,16,视频主要展示什么内容？,餐馆的菜品,一男一女的合照,森林的植物,各地山水风光,B,14.559
vid_2242,2242.mp4,15,视频中的人物主要在做什么？,聚餐吃饭,拍摄合影,唱歌跳舞,打扫卫生,B,14.559
vid_2243,2243.mp4,14,视频中的人物主要在做什么？,户外拍照留影,教室上课学习,厨房烹饪做饭,车间生产加工,A,14.559
vid_2244,2244.mp4,5,视频中的女性主要在做什么？,跑步锻炼,自拍摆姿势,炒菜做饭,读书写字,B,14.559
vid_2245,2245.mp4,2,视频主要展示的内容是什么？,卡通动画片段,女士多场景留影,烹饪美食过程,足球比赛实况,B,14.559
vid_2246,2246.mp4,11,视频主要展现的是什么场景？,厨房做菜,草原骑马,城市道路驾车,舞台表演,C,14.559
vid_2247,2247.mp4,9,视频中的男女主要在做什么？,合影留念,弹奏乐器,烹饪做饭,跑步健身,A,14.559
vid_2248,2248.mp4,13,视频中的主要场景是哪里？,教室,装修中的房间,餐厅,操场,B,14.559
vid_2249,2249.mp4,7,视频的主要拍摄场景是哪里？,城市路口,海边沙滩,住宅客厅,山林野外,A,14.578
vid_2250,2250.mp4,6,视频中的人物主要在做什么？,炒菜做饭,打羽毛球,弹奏钢琴,对着镜头自拍留念,D,14.581
vid_2251,2251.mp4,8,视频主要展示的是什么活动？,婚礼活动,课堂教学,工地施工,体育比赛,A,14.581
vid_2252,2252.mp4,1,视频中的女子主要在做什么？,沿田间小路行走,在厨房做饭,在教室读书,在球场打球,A,14.581
vid_2253,2253.mp4,10,视频中的主要场景是哪里？,教室,厨房,医院,超市,A,14.581
vid_2254,2254.mp4,14,视频主要展示的物品是什么？,折叠雨伞,彩色气球,防水鞋套,新娘婚纱,C,14.581
vid_2255,2255.mp4,17,视频里的男子主要在做什么？,拍摄照片,弹奏吉他,玩泡泡枪吹泡泡,跑步锻炼,C,14.581
vid_2256,2256.mp4,9,视频的主要场景是哪里？,海边沙滩,热带丛林,高山雪原,校园教室,A,14.583
vid_2257,2257.mp4,2,视频主要展示的是什么场景？,露天操场,大型会议厅,家庭客厅,超市卖场,B,14.583
vid_2258,2258.mp4,15,视频里的女士主要在做什么？,写字画画,跳舞摆动作,打羽毛球,炒菜做饭,B,14.583
vid_2259,2259.mp4,3,视频中的主要人物正在做什么？,在厨房烹饪做饭,在工地施工干活,参加婚礼走红毯,在操场跑步比赛,C,14.583
vid_2260,2260.mp4,4,视频主要展示的动物是什么？,小狗,橘猫,白兔,仓鼠,B,14.601
vid_2261,2261.mp4,11,视频中的人物主要在做什么？,玩夹纸杯游戏,做饭,画画,跳绳,A,14.604
vid_2262,2262.mp4,16,视频里的人物主要在做什么？,清洗蔬菜,翻炒菜肴,制作拉面,整理餐具,C,14.604
vid_2263,2263.mp4,6,视频中的人物主要在做什么？,弹奏乐器,跑步锻炼,烹饪做饭,面对镜头自拍,D,14.606
vid_2264,2264.mp4,7,视频中的女士主要在做什么？,削苹果,织毛衣,剥橙子,写作业,C,14.606
vid_2265,2265.mp4,12,视频中的女士主要在做什么？,做手势表演,弹奏乐器,跑步锻炼,烹饪做饭,A,14.606
vid_2266,2266.mp4,13,视频主要展示的是哪类场景？,白天海边沙滩,深夜山洞内部,夜晚城市外景,室内教室课堂,C,14.606
vid_2267,2267.mp4,10,视频里的人们主要在做什么？,办公工作,滑雪运动,上课学习,休闲玩水,D,14.606
vid_2268,2268.mp4,1,视频中的女士主要在做什么？,在操场跑步,在教室看书,在厨房炒菜,坐在电动自行车上,D,14.606
vid_2269,2269.mp4,5,以下哪项是视频中出现过的交通工具？,小轿车,自行车,热气球,火车,A,14.628
vid_2270,2270.mp4,8,视频里的女性主要在做什么？,夹取蒸好的食物,给花草浇水,打扫室内卫生,裁剪制作衣服,A,14.629
vid_2271,2271.mp4,17,视频主要展示的物品是？,盒装牛奶,金属零件,袋装绿叶植物,毛绒玩具,C,14.629
vid_2272,2272.mp4,14,视频里的人物主要在做什么？,唱歌跳舞,烹饪做饭,搭建房屋,捕鱼作业,D,14.629
vid_2273,2273.mp4,3,视频中的男子主要在做什么？,画画,跳舞,对着镜头讲话,做饭,C,14.634
vid_2274,2274.mp4,11,视频中的男子主要在做什么？,跑步锻炼,伏案写字,做手势比划动作,烹饪炒菜,C,14.651
vid_2275,2275.mp4,15,视频中的女性主要在做什么？,开关舱门,整理衣物,打扫卫生,分发餐食,A,14.651
vid_2276,2276.mp4,9,视频中的人物主要在做什么？,炒菜做饭,对着镜头做动作,读书写字,跑步锻炼,B,14.651
vid_2277,2277.mp4,2,视频主要展示的动物是什么？,兔子,小狗,鸭子,小猫,B,14.651
vid_2278,2278.mp4,16,视频主要展示的是什么物体？,玩具汽车,毛绒公仔,漫画书籍,玻璃花瓶,A,14.651
vid_2279,2279.mp4,4,视频中的两位人物主要在做什么？,打球,走红毯,做饭,跳舞,B,14.651
vid_2280,2280.mp4,13,视频主要展示小女孩穿的多款什么？,裤子,帽子,裙子,鞋子,C,14.651
vid_2281,2281.mp4,5,视频主要展示的内容是什么？,餐桌上的食物,户外森林景观,女性面部特写,行驶中的汽车,C,14.652
vid_2282,2282.mp4,12,视频中的男子主要在做什么？,吃饭,跑步,看书,抽烟,D,14.652
vid_2283,2283.mp4,7,视频拍摄时车辆处于什么场景中？,露天公路上,居民小区内,公路隧道内,地下停车场内,C,14.652
vid_2284,2284.mp4,14,视频里的人物主要在做什么？,唱歌跳舞,烹饪炒菜,跑步锻炼,合影留念,D,14.652
vid_2285,2285.mp4,10,视频里的人物主要在做什么活动？,跳绳,踢足球,打篮球,打羽毛球,C,14.652
vid_2286,2286.mp4,6,视频中的主要场景是哪里？,菜园菜地,高山雪地,室内厨房,海边沙滩,A,14.652
vid_2287,2287.mp4,1,视频主要展示的经营场所是？,烧烤小吃店,生鲜超市,服装商店,书店,A,14.652
vid_2288,2288.mp4,17,视频中的人们主要在做什么？,跳广场舞,集体唱歌,打太极拳,慢跑锻炼,A,14.652
vid_2289,2289.mp4,8,视频中围绕人物的主要卡通动物是？,兔子,小熊,老虎,熊猫,B,14.667
vid_2290,2290.mp4,15,视频中女性手里大多拿着什么？,书本,雨伞,花束,水杯,C,14.674
vid_2291,2291.mp4,9,视频中的男子主要在做什么？,写字,说话,跑步,做饭,B,14.674
vid_2292,2292.mp4,3,视频里的道路处于什么状态？,正在维修施工,干燥无积水,覆盖厚积雪,大面积积水,D,14.674
vid_2293,2293.mp4,11,视频主要展示哪类运动员？,篮球运动员,乒乓球运动员,长跑运动员,足球运动员,A,14.676
vid_2294,2294.mp4,2,视频里的人物主要在做什么？,在操场跑步,在厨房炒菜,弹奏钢琴,对着镜头自拍,D,14.676
vid_2295,2295.mp4,4,人物面部覆盖口鼻的穿戴品是什么？,口罩,墨镜,耳罩,围巾,A,14.676
vid_2296,2296.mp4,7,视频画面中长期展示的球体是什么？,篮球,足球,排球,地球,D,14.697
vid_2297,2297.mp4,10,视频中的动漫角色主要在做什么？,做饭炒菜,打斗对战,唱歌跳舞,读书写字,B,14.697
vid_2298,2298.mp4,1,视频的主要拍摄场景在哪里？,卧室内,汽车内,教室内,餐厅内,B,14.697
vid_2299,2299.mp4,12,视频里的人物主要在做什么？,打篮球比赛,发生争执冲突,击掌庆祝胜利,做热身活动,B,14.697
vid_2300,2300.mp4,13,视频主要展示的场景是哪里？,乡村山间小路,室内办公场所,白天公园草坪,夜晚城市马路,D,14.697
vid_2301,2301.mp4,16,视频中的人物主要在做什么？,做翻跟头特技动作,做饭炒菜,上课,打篮球,A,14.697
vid_2302,2302.mp4,14,视频中的人物主要在做什么？,生火做饭,表演舞蹈,清扫积雪,打篮球,C,14.699
vid_2303,2303.mp4,9,视频里的人物主要在做什么？,跳舞表演,种地务农,做饭炒菜,开会谈判,D,14.699
vid_2304,2304.mp4,5,视频中的男子主要在做什么运动？,踢足球,跳远,跑步,投掷实心球,D,14.699
vid_2305,2305.mp4,8,视频中的人物主要在做什么？,跑步锻炼,做饭炒菜,写字练字,展示服装,D,14.699
vid_2306,2306.mp4,6,视频中的人物主要在做什么？,在球场打球,在厨房炒菜,在窗边拍摄,在田间插秧,C,14.699
vid_2307,2307.mp4,15,视频中的人物主要在做什么？,做饭炒菜,读书写字,跑步锻炼,摆动身体跳舞,D,14.699
vid_2308,2308.mp4,3,视频中人们围坐桌边主要在做什么？,体育比赛,田间劳作,聚餐宴饮,开会工作,C,14.699
vid_2309,2309.mp4,17,视频主要展示的是哪类场景？,热带海滩景色,铁路沿线风光,室内教室场景,海底世界景观,B,14.699
vid_2310,2310.mp4,11,视频中大量出现的交通工具是？,飞机,轮船,自行车,汽车,D,14.7
vid_2311,2311.mp4,2,视频中多次出现小朋友在做什么？,跳舞,吃饭,睡觉,跑步,C,14.7
vid_2312,2312.mp4,4,视频中的人物主要在做什么？,做饭,跳舞,画画,打球,B,14.7
vid_2313,2313.mp4,13,视频中的人物主要在做什么？,跑步健身,炒菜做饭,弹奏钢琴,修自拍照片,D,14.72
vid_2314,2314.mp4,16,视频主要展示的室外景观是什么？,山景,沙漠,草原,海景,D,14.72
vid_2315,2315.mp4,1,视频里的男子主要在做什么？,草地上踢球,高空缆线上作业,教室中讲课,厨房里做饭,B,14.721
vid_2316,2316.mp4,12,视频里的年轻男女主要在做什么？,在舞台唱歌,在餐厅吃饭,躺着举手机自拍,在田间劳作,C,14.721
vid_2317,2317.mp4,5,视频中的人物主要在做什么？,厨房做饭,舞台跳舞,操场跑步,躺在床上,D,14.722
vid_2318,2318.mp4,14,视频主要展示什么内容？,汽车赛事片段,人物合影照片,手工制作过程,野生动物画面,B,14.722
vid_2319,2319.mp4,6,视频主要展示的内容是什么？,手绘卡通动画,草原放牧场景,带装饰特效的人物,美食制作过程,C,14.722
vid_2320,2320.mp4,7,视频里的人物主要在做什么？,跳舞,画画,做饭,写字,A,14.722
vid_2321,2321.mp4,3,视频中的新婚新人主要在做什么？,步行迎亲,在家中拜堂,乘坐直升机离开,举办酒店婚宴,C,14.722
vid_2322,2322.mp4,10,视频中的人物主要在做什么？,跳舞表演,烹饪做饭,清扫地板,涂刷装饰墙面,D,14.722
vid_2323,2323.mp4,17,视频中路边的人们主要在做什么？,朝来车方向挥手鼓掌,在超市挑选商品,坐在教室里上课,在田地里干农活,A,14.722
vid_2324,2324.mp4,8,视频主要展示的是什么？,结满枣子的枣树,游动的鱼群,大片绿色草坪,玩耍的孩童,A,14.722
vid_2325,2325.mp4,2,视频主要展现的是哪类场景？,餐饮经营场景,校园教学场景,医疗相关场景,工地施工场景,C,14.724
vid_2326,2326.mp4,4,视频中的人物主要在做什么？,弹钢琴,叠衣服,打篮球,吃面条,D,14.734
vid_2327,2327.mp4,9,视频中被热油浇淋的核心食材是？,鸡蛋,黄瓜,面条,牛肉,A,14.744
vid_2328,2328.mp4,16,靠近车辆的蓝衣服人物主要在做什么？,骑自行车出行,步行向前走,原地跳绳,弯腰扫地,B,14.744
vid_2329,2329.mp4,11,视频中穿粉色衣服的女生主要在做什么？,折叠衣物,看书学习,打扫房间地面,刷同伴的脚,D,14.744
vid_2330,2330.mp4,15,视频主要展示的植物是什么？,薄荷,松树,玫瑰,柳树,A,14.744
vid_2331,2331.mp4,13,视频里的两个小孩主要在做什么？,看书,玩游戏,睡觉,吃饭,C,14.745
vid_2332,2332.mp4,1,视频中的男女主要在做什么？,古装剧表演互动,烹饪制作美食,参加短跑比赛,医院问诊看病,A,14.745
vid_2333,2333.mp4,12,穿红色上衣的人物主要保持什么姿态？,平躺休息,站立行走,弯腰劳作,坐着抱臂,D,14.745
vid_2334,2334.mp4,5,视频中的人物主要在做什么？,阅读书本,唱歌跳舞,打扫卫生,烧烤食物,D,14.745
vid_2335,2335.mp4,7,视频拍摄的主要场景是哪里？,室内厨房,大型超市,学校教室,建筑工地,D,14.745
vid_2336,2336.mp4,17,视频主要展示的室内场景是？,书房,卧室,厨房,客厅,D,14.767
vid_2337,2337.mp4,6,视频主要展示的动物是？,牛和羊,鸡和鸭,猫和狗,老虎和狮子,C,14.767
vid_2338,2338.mp4,14,视频中的人物主要在做什么？,打篮球,跳舞,看书,做饭,B,14.767
vid_2339,2339.mp4,10,视频中的主要场景是哪里？,商场,餐厅,医院,教室,D,14.767
vid_2340,2340.mp4,2,视频主要展示的是什么饮品？,矿泉水,白酒,牛奶,果汁,B,14.768
vid_2341,2341.mp4,15,视频中人物主要在做什么？,弹琴,画画,做饭,跑步,B,14.768
vid_2342,2342.mp4,9,视频主要展示的食物是什么？,清蒸鱼,烤红薯,煮玉米,炖猪蹄,D,14.768
vid_2343,2343.mp4,3,视频主要展示的交通工具是？,公交大巴车,家用小轿车,平板货运卡车,自行车,C,14.768
vid_2344,2344.mp4,4,视频室内场景桌上最显眼的食物是？,小龙虾,苹果,馒头,汤圆,A,14.768
vid_2345,2345.mp4,11,视频主要展示的物体是什么？,健身器材,刻字景观石,大型广告牌,售货亭,B,14.768
vid_2346,2346.mp4,8,视频主要展示的是什么景观？,沙漠戈壁,热带雨林,开满花的山村,繁华的都市,C,14.768
vid_2347,2347.mp4,16,视频右侧的女士主要在做什么？,坐着看书,洗菜做饭,借助拐杖活动,跳广场舞,C,14.786
vid_2348,2348.mp4,13,视频里的女性主要在做什么？,跑步赶路,站着面向镜头,低头玩手机,坐着吃饭,B,14.787
vid_2349,2349.mp4,10,视频中的两只猫主要在做什么？,互相玩耍,卧着睡觉,梳理毛发,埋头进食,A,14.79
vid_2350,2350.mp4,12,视频中的女士主要在做什么？,编织毛衣,炒菜做饭,弹奏钢琴,举手机拍摄,D,14.79
vid_2351,2351.mp4,6,视频中的男子主要做了什么动作？,拉开车门坐进汽车,骑电动车在路上,持工具打扫路面,在摊位售卖水果,A,14.79
vid_2352,2352.mp4,7,视频中的主要场景是哪里？,沙漠,海边,雪原,商场内部,B,14.79
vid_2353,2353.mp4,5,视频里的男子主要在做什么？,下水游泳,快速奔跑,坐着休息,步行走路,D,14.79
vid_2354,2354.mp4,1,视频里围聚的人群主要在做什么？,开展施工作业,集体跳广场舞,发生拉扯冲突,排队等候,C,14.79
vid_2355,2355.mp4,17,视频里的人物主要在做什么？,切菜炒菜,整理衣物,练习写字,分装大米,D,14.79
vid_2356,2356.mp4,11,视频主要展示的室内场所是？,餐饮后厨,楼盘售楼处,学校教室,医院大厅,B,14.792
vid_2357,2357.mp4,3,视频主要展示了什么物品？,新鲜小圆果实,彩色塑料珠子,光滑鹅卵石,散装金属钉子,A,14.792
vid_2358,2358.mp4,14,视频中的女士主要在做什么？,做饭,跳舞,看书,打球,B,14.792
vid_2359,2359.mp4,4,视频主要展示的是哪类场景？,城市居民小区,海滨休闲沙滩,高山森林景区,山间施工工地,D,14.792
vid_2360,2360.mp4,8,视频里摊位主要售卖什么商品？,猪肉,各类水果,日用百货,新鲜蔬菜,A,14.792
vid_2361,2361.mp4,2,视频主要展示的场景是哪里？,商场,教室,农田,海边,C,14.792
vid_2362,2362.mp4,15,视频里的男子主要在做什么？,跑步,做饭,跳舞,对着镜头讲话,D,14.81
vid_2363,2363.mp4,9,视频中的故事主要发生在哪里？,学校教室,家中厨房,商场室内,户外湖边,D,14.812
vid_2364,2364.mp4,16,视频中人物主要在做什么？,打鼓,弹吉他,弹钢琴,拉小提琴,B,14.813
vid_2365,2365.mp4,13,视频中人物主要在做什么？,制作手工钥匙扣,烹饪饭菜,弹奏乐器,打扫房间,A,14.813
vid_2366,2366.mp4,7,视频中的人物主要在做什么？,吃饭,跳健身舞,打扫卫生,对着镜头说话,D,14.815
vid_2367,2367.mp4,12,视频主要展示的景象是？,雪后的居民区,干旱的沙漠,茂密的森林,夏天的海滩,A,14.815
vid_2368,2368.mp4,1,视频中的故事主要发生在哪里？,厨房,教室,卧室,商场,C,14.815
vid_2369,2369.mp4,6,视频中主要出现的人物是哪类？,老年男性,中年女士,年幼男童,少女,B,14.815
vid_2370,2370.mp4,10,视频中的人物主要在做什么？,唱歌跳舞,吃饭喝水,画画写字,扔垃圾,D,14.824
vid_2371,2371.mp4,5,视频中的人物主要在做什么？,在操场跑步锻炼,面向镜头展示自身,伏案写作业,在厨房烹饪食物,B,14.834
vid_2372,2372.mp4,17,视频中人物主要在做什么？,翻看学习用书,打扫卫生,弹奏乐器,烹饪食物,A,14.835
vid_2373,2373.mp4,3,视频中的人物主要在做什么？,烹饪做饭,上课学习,跑步比赛,合影拍照,D,14.837
vid_2374,2374.mp4,14,视频中的两个人主要在做什么？,画画,做饭,跳舞,打球,C,14.837
vid_2375,2375.mp4,8,视频主要展示的是什么景观？,繁华都市街景,秋日山湖风光,辽阔草原风光,热带沙漠景观,B,14.837
vid_2376,2376.mp4,16,视频中人物主要在做什么？,练习跳远,展示并吃水果,弹奏乐器,打扫马路卫生,B,14.838
vid_2377,2377.mp4,12,视频中的主要人物在做什么？,站着等人,跳着向前运动,弯腰打扫地面,坐着刷手机,B,14.838
vid_2378,2378.mp4,4,视频中的人物主要在做什么？,写字画画,对着镜头自拍,烹饪做饭,跑步锻炼,B,14.838
vid_2379,2379.mp4,11,画面中显眼位置的装饰动物是？,熊猫,老虎,兔子,龙,D,14.838
vid_2380,2380.mp4,9,视频里的女士主要在做什么？,弹奏乐器,打扫卫生,跑步锻炼,对着镜头说话,D,14.838
vid_2381,2381.mp4,2,视频中的女子主要在做什么？,游泳潜水,对着镜头说话,在厨房炒菜,驾驶机动车,B,14.838
vid_2382,2382.mp4,15,视频中的女性主要在做什么？,开车,做饭,跳舞,打电话,D,14.838
vid_2383,2383.mp4,13,视频中主要出现的卡通小动物是什么？,小鸡,小狗,小猫,小熊,A,14.852
vid_2384,2384.mp4,7,视频中的男子主要在做什么？,厨房炒菜做饭,下车后步行进店,操场打篮球,泳池游泳,B,14.86
vid_2385,2385.mp4,10,视频主要展示的动物是什么？,仓鼠,兔子,猫,狗,D,14.86
vid_2386,2386.mp4,1,视频里成队的制服人员主要在做什么？,齐步向前行进,原地站岗执勤,表演文艺节目,清扫路面垃圾,A,14.86
vid_2387,2387.mp4,5,视频中的人物主要在做什么？,扫地,看书,跳舞,做饭,C,14.861
vid_2388,2388.mp4,6,视频中的人物主要在做什么？,户外跑步,躺在床上,桌前学习,厨房做饭,B,14.861
vid_2389,2389.mp4,2,视频中的人物主要穿着什么服饰？,医院医护服,休闲运动套装,传统民族服饰,正式西装礼服,C,14.861
vid_2390,2390.mp4,14,视频里的男子主要处于什么状态？,悬浮在空中,水中游泳,驾驶汽车,在路面行走,A,14.861
vid_2391,2391.mp4,11,视频中的女士主要在做什么？,做饭,画画,跳舞,打球,C,14.861
vid_2392,2392.mp4,8,视频中的人物主要在做什么？,打扫卫生,伏案学习,集体跳舞律动,吃饭聚餐,C,14.861
vid_2393,2393.mp4,3,视频中的女士主要在做什么？,打扫房间,跳舞锻炼,烹饪做饭,试穿展示外套,D,14.861
vid_2394,2394.mp4,17,视频中的人们主要在做什么？,收割庄稼,修建房屋,撒网捕鱼,抬运猪,D,14.861
vid_2395,2395.mp4,15,视频中的人群主要在参与什么活动？,毕业典礼,科技展览,滑雪比赛,马拉松活动,D,14.88
vid_2396,2396.mp4,4,视频主要展示了什么活动？,玩手机游戏,演唱歌曲,烹饪饭菜,户外登山,A,14.88
vid_2397,2397.mp4,9,视频里的男子出现了以下哪种情况？,坐着写字办公,站着切菜做饭,从坐着的凳子摔到地面,蹲着搓洗衣服,C,14.882
vid_2398,2398.mp4,16,视频中的动物玩具主要在做什么？,水中游动,奔跑跳跃,啃咬泥土,卧地休息,C,14.882
vid_2399,2399.mp4,1,视频中人物主要在做什么？,弹奏乐器,写硬笔书法,打扫卫生,烹饪炒菜,B,14.883
vid_2400,2400.mp4,6,视频里的男子主要在做什么？,餐厅里炒菜,面对镜头自拍,教室里上课,操场上跑步,B,14.883
vid_2401,2401.mp4,10,视频中的女性主要在做什么？,跳舞,骑车,走路,跑步,C,14.883
